location,date,vaccine,total_vaccinations
Argentina,21/06/2021,Pfizer/BioNTech,47
Argentina,21/06/2021,Sinopharm/Beijing,3784151
Argentina,21/06/2021,Sputnik V,8880308
Argentina,22/06/2021,Oxford/AstraZeneca,6576196
Argentina,22/06/2021,Pfizer/BioNTech,48
Argentina,22/06/2021,Sinopharm/Beijing,3790102
Argentina,22/06/2021,Sputnik V,8934769
Argentina,23/06/2021,Oxford/AstraZeneca,6770070
Argentina,23/06/2021,Sinopharm/Beijing,3814454
Argentina,23/06/2021,Sputnik V,8979774
Argentina,24/06/2021,Oxford/AstraZeneca,6945243
Argentina,24/06/2021,Sinopharm/Beijing,3887628
Argentina,24/06/2021,Sputnik V,9036025
Argentina,25/06/2021,CanSino,12
Argentina,25/06/2021,Moderna,18
Argentina,25/06/2021,Oxford/AstraZeneca,7164905
Argentina,25/06/2021,Pfizer/BioNTech,50
Argentina,25/06/2021,Sinopharm/Beijing,3997515
Argentina,25/06/2021,Sputnik V,9083369
Argentina,26/06/2021,Oxford/AstraZeneca,7358185
Argentina,26/06/2021,Sinopharm/Beijing,4089337
Argentina,26/06/2021,Sputnik V,9114645
Argentina,27/06/2021,Oxford/AstraZeneca,7457443
Argentina,27/06/2021,Sinopharm/Beijing,4147212
Argentina,27/06/2021,Sputnik V,9133802
Argentina,28/06/2021,Oxford/AstraZeneca,7623276
Argentina,28/06/2021,Sinopharm/Beijing,4326696
Argentina,28/06/2021,Sputnik V,9161650
Argentina,29/06/2021,Oxford/AstraZeneca,7800878
Argentina,29/06/2021,Sinopharm/Beijing,4499582
Argentina,29/06/2021,Sputnik V,9185700
Argentina,30/06/2021,Oxford/AstraZeneca,8008364
Argentina,30/06/2021,Pfizer/BioNTech,51
Argentina,30/06/2021,Sinopharm/Beijing,4650279
Argentina,30/06/2021,Sputnik V,9203388
Argentina,1/07/2021,Oxford/AstraZeneca,8321950
Argentina,1/07/2021,Sinopharm/Beijing,4753274
Argentina,1/07/2021,Sputnik V,9219173
Argentina,2/07/2021,CanSino,13
Argentina,2/07/2021,Oxford/AstraZeneca,8589495
Argentina,2/07/2021,Sinopharm/Beijing,4866253
Argentina,2/07/2021,Sputnik V,9254398
Argentina,3/07/2021,Oxford/AstraZeneca,8753397
Argentina,3/07/2021,Pfizer/BioNTech,53
Argentina,3/07/2021,Sinopharm/Beijing,4939456
Argentina,3/07/2021,Sputnik V,9354021
Argentina,4/07/2021,Oxford/AstraZeneca,8869362
Argentina,4/07/2021,Pfizer/BioNTech,54
Argentina,4/07/2021,Sinopharm/Beijing,4996655
Argentina,4/07/2021,Sputnik V,9377426
Argentina,5/07/2021,Oxford/AstraZeneca,9129574
Argentina,5/07/2021,Sinopharm/Beijing,5056773
Argentina,5/07/2021,Sputnik V,9467126
Argentina,6/07/2021,Oxford/AstraZeneca,9366397
Argentina,6/07/2021,Pfizer/BioNTech,55
Argentina,6/07/2021,Sinopharm/Beijing,5118583
Argentina,6/07/2021,Sputnik V,9585519
Argentina,7/07/2021,Oxford/AstraZeneca,9593354
Argentina,7/07/2021,Sinopharm/Beijing,5165566
Argentina,7/07/2021,Sputnik V,9716127
Argentina,8/07/2021,Moderna,19
Argentina,8/07/2021,Oxford/AstraZeneca,9725919
Argentina,8/07/2021,Sinopharm/Beijing,5274031
Argentina,8/07/2021,Sputnik V,9885755
Argentina,9/07/2021,Moderna,21
Argentina,9/07/2021,Oxford/AstraZeneca,9789146
Argentina,9/07/2021,Sinopharm/Beijing,5386100
Argentina,9/07/2021,Sputnik V,10068154
Argentina,10/07/2021,Moderna,25
Argentina,10/07/2021,Oxford/AstraZeneca,9861029
Argentina,10/07/2021,Sinopharm/Beijing,5545705
Argentina,10/07/2021,Sputnik V,10168682
Argentina,11/07/2021,Moderna,27
Argentina,11/07/2021,Oxford/AstraZeneca,9912591
Argentina,11/07/2021,Sinopharm/Beijing,5610572
Argentina,11/07/2021,Sputnik V,10217812
Argentina,12/07/2021,Oxford/AstraZeneca,10000329
Argentina,12/07/2021,Sinopharm/Beijing,5788328
Argentina,12/07/2021,Sputnik V,10339647
Argentina,13/07/2021,Oxford/AstraZeneca,10080229
Argentina,13/07/2021,Pfizer/BioNTech,56
Argentina,13/07/2021,Sinopharm/Beijing,5959417
Argentina,13/07/2021,Sputnik V,10482377
Argentina,14/07/2021,Oxford/AstraZeneca,10149242
Argentina,14/07/2021,Pfizer/BioNTech,57
Argentina,14/07/2021,Sinopharm/Beijing,6159949
Argentina,14/07/2021,Sputnik V,10611332
Argentina,15/07/2021,Oxford/AstraZeneca,10211363
Argentina,15/07/2021,Pfizer/BioNTech,58
Argentina,15/07/2021,Sinopharm/Beijing,6374773
Argentina,15/07/2021,Sputnik V,10734494
Argentina,16/07/2021,Oxford/AstraZeneca,10264247
Argentina,16/07/2021,Sinopharm/Beijing,6634810
Argentina,16/07/2021,Sputnik V,10878079
Argentina,17/07/2021,Oxford/AstraZeneca,10304639
Argentina,17/07/2021,Sinopharm/Beijing,6809252
Argentina,17/07/2021,Sputnik V,10985958
Argentina,18/07/2021,Oxford/AstraZeneca,10346860
Argentina,18/07/2021,Sinopharm/Beijing,6896957
Argentina,18/07/2021,Sputnik V,11024304
Argentina,19/07/2021,Moderna,28
Argentina,19/07/2021,Oxford/AstraZeneca,10428159
Argentina,19/07/2021,Pfizer/BioNTech,59
Argentina,19/07/2021,Sinopharm/Beijing,7163167
Argentina,19/07/2021,Sputnik V,11095675
Argentina,20/07/2021,CanSino,15
Argentina,20/07/2021,Moderna,40
Argentina,20/07/2021,Oxford/AstraZeneca,10497195
Argentina,20/07/2021,Sinopharm/Beijing,7356205
Argentina,20/07/2021,Sputnik V,11282389
Argentina,21/07/2021,Moderna,47
Argentina,21/07/2021,Oxford/AstraZeneca,10563867
Argentina,21/07/2021,Sinopharm/Beijing,7620564
Argentina,21/07/2021,Sputnik V,11371486
Argentina,22/07/2021,Moderna,49
Argentina,22/07/2021,Oxford/AstraZeneca,10625558
Argentina,22/07/2021,Sinopharm/Beijing,7904929
Argentina,22/07/2021,Sputnik V,11413876
Argentina,23/07/2021,Moderna,52
Argentina,23/07/2021,Oxford/AstraZeneca,10700389
Argentina,23/07/2021,Sinopharm/Beijing,8212036
Argentina,23/07/2021,Sputnik V,11440828
Argentina,24/07/2021,Moderna,54
Argentina,24/07/2021,Oxford/AstraZeneca,10761352
Argentina,24/07/2021,Sinopharm/Beijing,8371617
Argentina,24/07/2021,Sputnik V,11458006
Argentina,25/07/2021,Moderna,71
Argentina,25/07/2021,Oxford/AstraZeneca,10772979
Argentina,25/07/2021,Sinopharm/Beijing,8485144
Argentina,25/07/2021,Sputnik V,11466763
Argentina,26/07/2021,Moderna,75
Argentina,26/07/2021,Oxford/AstraZeneca,10876599
Argentina,26/07/2021,Sinopharm/Beijing,8762461
Argentina,26/07/2021,Sputnik V,11493642
Argentina,27/07/2021,Moderna,102
Argentina,27/07/2021,Oxford/AstraZeneca,11047268
Argentina,27/07/2021,Sinopharm/Beijing,9004816
Argentina,27/07/2021,Sputnik V,11509021
Argentina,28/07/2021,Moderna,134
Argentina,28/07/2021,Oxford/AstraZeneca,11206654
Argentina,28/07/2021,Sinopharm/Beijing,9290018
Argentina,28/07/2021,Sputnik V,11524638
Argentina,29/07/2021,Moderna,149
Argentina,29/07/2021,Oxford/AstraZeneca,11325549
Argentina,29/07/2021,Sinopharm/Beijing,9580120
Argentina,29/07/2021,Sputnik V,11540847
Argentina,30/07/2021,Moderna,284
Argentina,30/07/2021,Oxford/AstraZeneca,11437310
Argentina,30/07/2021,Sinopharm/Beijing,9881323
Argentina,30/07/2021,Sputnik V,11555017
Argentina,31/07/2021,Moderna,1980
Argentina,31/07/2021,Oxford/AstraZeneca,11498968
Argentina,31/07/2021,Sinopharm/Beijing,10085395
Argentina,31/07/2021,Sputnik V,11562504
Argentina,1/08/2021,Moderna,2257
Argentina,1/08/2021,Oxford/AstraZeneca,11528416
Argentina,1/08/2021,Pfizer/BioNTech,60
Argentina,1/08/2021,Sinopharm/Beijing,10216724
Argentina,1/08/2021,Sputnik V,11568922
Argentina,2/08/2021,Moderna,5958
Argentina,2/08/2021,Oxford/AstraZeneca,11616560
Argentina,2/08/2021,Pfizer/BioNTech,61
Argentina,2/08/2021,Sinopharm/Beijing,10530052
Argentina,2/08/2021,Sputnik V,11581146
Argentina,3/08/2021,Moderna,55658
Argentina,3/08/2021,Oxford/AstraZeneca,11750442
Argentina,3/08/2021,Sinopharm/Beijing,10742738
Argentina,3/08/2021,Sputnik V,11593216
Argentina,4/08/2021,CanSino,17
Argentina,4/08/2021,Moderna,77216
Argentina,4/08/2021,Oxford/AstraZeneca,11893186
Argentina,4/08/2021,Sinopharm/Beijing,10983660
Argentina,4/08/2021,Sputnik V,11605686
Argentina,5/08/2021,Moderna,95919
Argentina,5/08/2021,Oxford/AstraZeneca,12061725
Argentina,5/08/2021,Sinopharm/Beijing,11212795
Argentina,5/08/2021,Sputnik V,11619969
Argentina,6/08/2021,CanSino,18
Argentina,6/08/2021,Moderna,117112
Argentina,6/08/2021,Oxford/AstraZeneca,12216816
Argentina,6/08/2021,Pfizer/BioNTech,62
Argentina,6/08/2021,Sinopharm/Beijing,11443202
Argentina,6/08/2021,Sputnik V,11627507
Argentina,7/08/2021,Moderna,158870
Argentina,7/08/2021,Oxford/AstraZeneca,12298801
Argentina,7/08/2021,Pfizer/BioNTech,63
Argentina,7/08/2021,Sinopharm/Beijing,11592125
Argentina,7/08/2021,Sputnik V,11633159
Argentina,8/08/2021,Moderna,197921
Argentina,8/08/2021,Oxford/AstraZeneca,12321234
Argentina,8/08/2021,Pfizer/BioNTech,64
Argentina,8/08/2021,Sinopharm/Beijing,11689119
Argentina,8/08/2021,Sputnik V,11636461
Argentina,9/08/2021,Moderna,368838
Argentina,9/08/2021,Oxford/AstraZeneca,12437099
Argentina,9/08/2021,Pfizer/BioNTech,65
Argentina,9/08/2021,Sinopharm/Beijing,11783208
Argentina,9/08/2021,Sputnik V,11646873
Argentina,10/08/2021,Moderna,533466
Argentina,10/08/2021,Oxford/AstraZeneca,12546364
Argentina,10/08/2021,Sinopharm/Beijing,11871278
Argentina,10/08/2021,Sputnik V,11655656
Argentina,11/08/2021,Moderna,714288
Argentina,11/08/2021,Oxford/AstraZeneca,12686911
Argentina,11/08/2021,Pfizer/BioNTech,66
Argentina,11/08/2021,Sinopharm/Beijing,11953306
Argentina,11/08/2021,Sputnik V,11665219
Argentina,12/08/2021,CanSino,19
Argentina,12/08/2021,Moderna,851789
Argentina,12/08/2021,Oxford/AstraZeneca,12824211
Argentina,12/08/2021,Pfizer/BioNTech,68
Argentina,12/08/2021,Sinopharm/Beijing,12046301
Argentina,12/08/2021,Sputnik V,11690143
Argentina,13/08/2021,Moderna,957787
Argentina,13/08/2021,Oxford/AstraZeneca,12945948
Argentina,13/08/2021,Sinopharm/Beijing,12142146
Argentina,13/08/2021,Sputnik V,11783598
Argentina,14/08/2021,Moderna,1034234
Argentina,14/08/2021,Oxford/AstraZeneca,13035088
Argentina,14/08/2021,Sinopharm/Beijing,12177311
Argentina,14/08/2021,Sputnik V,11839564
Argentina,15/08/2021,Moderna,1073002
Argentina,15/08/2021,Oxford/AstraZeneca,13122813
Argentina,15/08/2021,Sinopharm/Beijing,12191862
Argentina,15/08/2021,Sputnik V,11861264
Argentina,16/08/2021,Moderna,1148456
Argentina,16/08/2021,Oxford/AstraZeneca,13151524
Argentina,16/08/2021,Sinopharm/Beijing,12209481
Argentina,16/08/2021,Sputnik V,11930605
Argentina,17/08/2021,Moderna,1309461
Argentina,17/08/2021,Oxford/AstraZeneca,13218407
Argentina,17/08/2021,Pfizer/BioNTech,69
Argentina,17/08/2021,Sinopharm/Beijing,12281981
Argentina,17/08/2021,Sputnik V,12070190
Argentina,18/08/2021,Moderna,1468766
Argentina,18/08/2021,Oxford/AstraZeneca,13292566
Argentina,18/08/2021,Sinopharm/Beijing,12360242
Argentina,18/08/2021,Sputnik V,12193992
Argentina,19/08/2021,Moderna,1576851
Argentina,19/08/2021,Oxford/AstraZeneca,13405560
Argentina,19/08/2021,Sinopharm/Beijing,12424828
Argentina,19/08/2021,Sputnik V,12334646
Argentina,20/08/2021,Moderna,1655238
Argentina,20/08/2021,Oxford/AstraZeneca,13556523
Argentina,20/08/2021,Pfizer/BioNTech,70
Argentina,20/08/2021,Sinopharm/Beijing,12488053
Argentina,20/08/2021,Sputnik V,12478989
Argentina,21/08/2021,Moderna,1678312
Argentina,21/08/2021,Oxford/AstraZeneca,13682295
Argentina,21/08/2021,Sinopharm/Beijing,12522400
Argentina,21/08/2021,Sputnik V,12553185
Argentina,22/08/2021,Moderna,1690180
Argentina,22/08/2021,Oxford/AstraZeneca,13769417
Argentina,22/08/2021,Pfizer/BioNTech,71
Argentina,22/08/2021,Sinopharm/Beijing,12563077
Argentina,22/08/2021,Sputnik V,12583637
Argentina,23/08/2021,Moderna,1731387
Argentina,23/08/2021,Oxford/AstraZeneca,13900385
Argentina,23/08/2021,Sinopharm/Beijing,12705333
Argentina,23/08/2021,Sputnik V,12678067
Argentina,24/08/2021,Moderna,1768870
Argentina,24/08/2021,Oxford/AstraZeneca,14048432
Argentina,24/08/2021,Sinopharm/Beijing,12893802
Argentina,24/08/2021,Sputnik V,12753305
Argentina,25/08/2021,Moderna,1798722
Argentina,25/08/2021,Oxford/AstraZeneca,14211293
Argentina,25/08/2021,Pfizer/BioNTech,72
Argentina,25/08/2021,Sinopharm/Beijing,13071721
Argentina,25/08/2021,Sputnik V,12809488
Argentina,26/08/2021,Moderna,1869287
Argentina,26/08/2021,Oxford/AstraZeneca,14361383
Argentina,26/08/2021,Pfizer/BioNTech,73
Argentina,26/08/2021,Sinopharm/Beijing,13240568
Argentina,26/08/2021,Sputnik V,12862967
Argentina,27/08/2021,Moderna,1927979
Argentina,27/08/2021,Oxford/AstraZeneca,14507519
Argentina,27/08/2021,Sinopharm/Beijing,13459255
Argentina,27/08/2021,Sputnik V,12907453
Argentina,28/08/2021,Moderna,1965337
Argentina,28/08/2021,Oxford/AstraZeneca,14561228
Argentina,28/08/2021,Sinopharm/Beijing,13590410
Argentina,28/08/2021,Sputnik V,12929044
Argentina,29/08/2021,Moderna,1985334
Argentina,29/08/2021,Oxford/AstraZeneca,14594769
Argentina,29/08/2021,Sinopharm/Beijing,13673337
Argentina,29/08/2021,Sputnik V,12961555
Argentina,30/08/2021,Moderna,2034606
Argentina,30/08/2021,Oxford/AstraZeneca,14717493
Argentina,30/08/2021,Pfizer/BioNTech,74
Argentina,30/08/2021,Sinopharm/Beijing,13833568
Argentina,30/08/2021,Sputnik V,13047636
Argentina,31/08/2021,Moderna,2101232
Argentina,31/08/2021,Oxford/AstraZeneca,14838751
Argentina,31/08/2021,Sinopharm/Beijing,13971376
Argentina,31/08/2021,Sputnik V,13183410
Argentina,1/09/2021,Moderna,2174276
Argentina,1/09/2021,Oxford/AstraZeneca,14949645
Argentina,1/09/2021,Sinopharm/Beijing,14123276
Argentina,1/09/2021,Sputnik V,13303884
Argentina,2/09/2021,Moderna,2237737
Argentina,2/09/2021,Oxford/AstraZeneca,15030369
Argentina,2/09/2021,Sinopharm/Beijing,14320853
Argentina,2/09/2021,Sputnik V,13410668
Argentina,3/09/2021,Moderna,2300027
Argentina,3/09/2021,Oxford/AstraZeneca,15111640
Argentina,3/09/2021,Sinopharm/Beijing,14519048
Argentina,3/09/2021,Sputnik V,13504012
Argentina,4/09/2021,Moderna,2336515
Argentina,4/09/2021,Oxford/AstraZeneca,15170563
Argentina,4/09/2021,Sinopharm/Beijing,14651663
Argentina,4/09/2021,Sputnik V,13572309
Argentina,5/09/2021,Moderna,2353976
Argentina,5/09/2021,Oxford/AstraZeneca,15231796
Argentina,5/09/2021,Sinopharm/Beijing,14728151
Argentina,5/09/2021,Sputnik V,13614085
Argentina,6/09/2021,Moderna,2406972
Argentina,6/09/2021,Oxford/AstraZeneca,15395107
Argentina,6/09/2021,Sinopharm/Beijing,14874300
Argentina,6/09/2021,Sputnik V,13693739
Argentina,7/09/2021,CanSino,67
Argentina,7/09/2021,Moderna,2457558
Argentina,7/09/2021,Oxford/AstraZeneca,15579754
Argentina,7/09/2021,Sinopharm/Beijing,15019416
Argentina,7/09/2021,Sputnik V,13777496
Argentina,8/09/2021,CanSino,107
Argentina,8/09/2021,Moderna,2497443
Argentina,8/09/2021,Oxford/AstraZeneca,15721067
Argentina,8/09/2021,Pfizer/BioNTech,76
Argentina,8/09/2021,Sinopharm/Beijing,15137060
Argentina,8/09/2021,Sputnik V,13852809
Argentina,9/09/2021,CanSino,114
Argentina,9/09/2021,Moderna,2531506
Argentina,9/09/2021,Oxford/AstraZeneca,15859306
Argentina,9/09/2021,Pfizer/BioNTech,77
Argentina,9/09/2021,Sinopharm/Beijing,15270392
Argentina,9/09/2021,Sputnik V,13945419
Argentina,10/09/2021,CanSino,118
Argentina,10/09/2021,Moderna,2566011
Argentina,10/09/2021,Oxford/AstraZeneca,15950580
Argentina,10/09/2021,Sinopharm/Beijing,15414577
Argentina,10/09/2021,Sputnik V,14018486
Argentina,11/09/2021,CanSino,393
Argentina,11/09/2021,Moderna,2578098
Argentina,11/09/2021,Oxford/AstraZeneca,16072210
Argentina,11/09/2021,Pfizer/BioNTech,78
Argentina,11/09/2021,Sinopharm/Beijing,15449591
Argentina,11/09/2021,Sputnik V,14048391
Argentina,12/09/2021,CanSino,766
Argentina,12/09/2021,Moderna,2579019
Argentina,12/09/2021,Oxford/AstraZeneca,16076457
Argentina,12/09/2021,Pfizer/BioNTech,80
Argentina,12/09/2021,Sinopharm/Beijing,15452963
Argentina,12/09/2021,Sputnik V,14049295
Argentina,13/09/2021,CanSino,14924
Argentina,13/09/2021,Moderna,2603652
Argentina,13/09/2021,Oxford/AstraZeneca,16243364
Argentina,13/09/2021,Pfizer/BioNTech,81
Argentina,13/09/2021,Sinopharm/Beijing,15511943
Argentina,13/09/2021,Sputnik V,14087566
Argentina,14/09/2021,CanSino,16124
Argentina,14/09/2021,Moderna,2651108
Argentina,14/09/2021,Oxford/AstraZeneca,16369256
Argentina,14/09/2021,Pfizer/BioNTech,217
Argentina,14/09/2021,Sinopharm/Beijing,15572497
Argentina,14/09/2021,Sputnik V,14132295
Argentina,15/09/2021,CanSino,17254
Argentina,15/09/2021,Moderna,2690331
Argentina,15/09/2021,Oxford/AstraZeneca,16415672
Argentina,15/09/2021,Pfizer/BioNTech,287
Argentina,15/09/2021,Sinopharm/Beijing,15626914
Argentina,15/09/2021,Sputnik V,14321745
Argentina,16/09/2021,CanSino,18580
Argentina,16/09/2021,Moderna,2720467
Argentina,16/09/2021,Oxford/AstraZeneca,16595740
Argentina,16/09/2021,Pfizer/BioNTech,4960
Argentina,16/09/2021,Sinopharm/Beijing,15676554
Argentina,16/09/2021,Sputnik V,14417508
Argentina,17/09/2021,CanSino,27169
Argentina,17/09/2021,Moderna,2741348
Argentina,17/09/2021,Oxford/AstraZeneca,16709106
Argentina,17/09/2021,Pfizer/BioNTech,10119
Argentina,17/09/2021,Sinopharm/Beijing,15769590
Argentina,17/09/2021,Sputnik V,14540358
Argentina,18/09/2021,CanSino,27642
Argentina,18/09/2021,Moderna,2755350
Argentina,18/09/2021,Oxford/AstraZeneca,16736299
Argentina,18/09/2021,Pfizer/BioNTech,18502
Argentina,18/09/2021,Sinopharm/Beijing,15814272
Argentina,18/09/2021,Sputnik V,14667114
Argentina,19/09/2021,CanSino,27686
Argentina,19/09/2021,Moderna,2774153
Argentina,19/09/2021,Oxford/AstraZeneca,16806322
Argentina,19/09/2021,Pfizer/BioNTech,19502
Argentina,19/09/2021,Sinopharm/Beijing,15845995
Argentina,19/09/2021,Sputnik V,14683313
Argentina,20/09/2021,CanSino,30182
Argentina,20/09/2021,Moderna,2794062
Argentina,20/09/2021,Oxford/AstraZeneca,16857170
Argentina,20/09/2021,Pfizer/BioNTech,21912
Argentina,20/09/2021,Sinopharm/Beijing,15900323
Argentina,20/09/2021,Sputnik V,14899707
Argentina,21/09/2021,CanSino,32679
Argentina,21/09/2021,Moderna,2804735
Argentina,21/09/2021,Oxford/AstraZeneca,16893412
Argentina,21/09/2021,Pfizer/BioNTech,23197
Argentina,21/09/2021,Sinopharm/Beijing,15970112
Argentina,21/09/2021,Sputnik V,15089001
Argentina,22/09/2021,CanSino,35968
Argentina,22/09/2021,Moderna,2833459
Argentina,22/09/2021,Oxford/AstraZeneca,17050632
Argentina,22/09/2021,Pfizer/BioNTech,26361
Argentina,22/09/2021,Sinopharm/Beijing,16050928
Argentina,22/09/2021,Sputnik V,15144740
Argentina,23/09/2021,CanSino,39844
Argentina,23/09/2021,Moderna,2913233
Argentina,23/09/2021,Oxford/AstraZeneca,17087351
Argentina,23/09/2021,Pfizer/BioNTech,103894
Argentina,23/09/2021,Sinopharm/Beijing,16123606
Argentina,23/09/2021,Sputnik V,15186401
Argentina,24/09/2021,CanSino,44135
Argentina,24/09/2021,Moderna,2933634
Argentina,24/09/2021,Oxford/AstraZeneca,17212247
Argentina,24/09/2021,Pfizer/BioNTech,128952
Argentina,24/09/2021,Sinopharm/Beijing,16177436
Argentina,24/09/2021,Sputnik V,15219453
Argentina,25/09/2021,CanSino,46654
Argentina,25/09/2021,Moderna,2941243
Argentina,25/09/2021,Oxford/AstraZeneca,17236106
Argentina,25/09/2021,Pfizer/BioNTech,135457
Argentina,25/09/2021,Sinopharm/Beijing,16244958
Argentina,25/09/2021,Sputnik V,15239770
Argentina,26/09/2021,CanSino,47274
Argentina,26/09/2021,Moderna,2946157
Argentina,26/09/2021,Oxford/AstraZeneca,17276523
Argentina,26/09/2021,Pfizer/BioNTech,136789
Argentina,26/09/2021,Sinopharm/Beijing,16279381
Argentina,26/09/2021,Sputnik V,15246145
Argentina,27/09/2021,CanSino,52907
Argentina,27/09/2021,Moderna,2969532
Argentina,27/09/2021,Oxford/AstraZeneca,17381055
Argentina,27/09/2021,Pfizer/BioNTech,144163
Argentina,27/09/2021,Sinopharm/Beijing,16383203
Argentina,27/09/2021,Sputnik V,15284239
Argentina,28/09/2021,CanSino,58224
Argentina,28/09/2021,Moderna,2993428
Argentina,28/09/2021,Oxford/AstraZeneca,17481971
Argentina,28/09/2021,Pfizer/BioNTech,151397
Argentina,28/09/2021,Sinopharm/Beijing,16485283
Argentina,28/09/2021,Sputnik V,15345970
Argentina,29/09/2021,CanSino,62143
Argentina,29/09/2021,Moderna,3015040
Argentina,29/09/2021,Oxford/AstraZeneca,17553215
Argentina,29/09/2021,Pfizer/BioNTech,161090
Argentina,29/09/2021,Sinopharm/Beijing,16569708
Argentina,29/09/2021,Sputnik V,15410855
Argentina,30/09/2021,CanSino,65388
Argentina,30/09/2021,Moderna,3032823
Argentina,30/09/2021,Oxford/AstraZeneca,17633437
Argentina,30/09/2021,Pfizer/BioNTech,187577
Argentina,30/09/2021,Sinopharm/Beijing,16650881
Argentina,30/09/2021,Sputnik V,15538893
Argentina,1/10/2021,CanSino,69169
Argentina,1/10/2021,Moderna,3050040
Argentina,1/10/2021,Oxford/AstraZeneca,17775484
Argentina,1/10/2021,Pfizer/BioNTech,209596
Argentina,1/10/2021,Sinopharm/Beijing,16698692
Argentina,1/10/2021,Sputnik V,15610565
Argentina,2/10/2021,CanSino,70327
Argentina,2/10/2021,Moderna,3055459
Argentina,2/10/2021,Oxford/AstraZeneca,17876876
Argentina,2/10/2021,Pfizer/BioNTech,218101
Argentina,2/10/2021,Sinopharm/Beijing,16719071
Argentina,2/10/2021,Sputnik V,15652928
Argentina,3/10/2021,CanSino,70494
Argentina,3/10/2021,Moderna,3058922
Argentina,3/10/2021,Oxford/AstraZeneca,17943265
Argentina,3/10/2021,Pfizer/BioNTech,224274
Argentina,3/10/2021,Sinopharm/Beijing,16726354
Argentina,3/10/2021,Sputnik V,15678058
Argentina,4/10/2021,CanSino,73265
Argentina,4/10/2021,Moderna,3072515
Argentina,4/10/2021,Oxford/AstraZeneca,18002440
Argentina,4/10/2021,Pfizer/BioNTech,240322
Argentina,4/10/2021,Sinopharm/Beijing,16809700
Argentina,4/10/2021,Sputnik V,15733434
Argentina,5/10/2021,CanSino,76907
Argentina,5/10/2021,Moderna,3088777
Argentina,5/10/2021,Oxford/AstraZeneca,18066647
Argentina,5/10/2021,Pfizer/BioNTech,304030
Argentina,5/10/2021,Sinopharm/Beijing,16849101
Argentina,5/10/2021,Sputnik V,15813185
Argentina,6/10/2021,CanSino,80837
Argentina,6/10/2021,Moderna,3100385
Argentina,6/10/2021,Oxford/AstraZeneca,18151120
Argentina,6/10/2021,Pfizer/BioNTech,328294
Argentina,6/10/2021,Sinopharm/Beijing,16889413
Argentina,6/10/2021,Sputnik V,15896585
