date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,share_doses_used,total_boosters,,
8/12/2021,Delaware,1487837,1889005,722255,607618,27820,5846,0.788,211452.0,,
9/12/2021,Delaware,1496481,1896105,724448,609215,8644,5844,0.789,216443.0,,
10/12/2021,Delaware,1502848,1913175,726066,610222,6367,6154,0.786,220260.0,,
11/12/2021,Delaware,1509609,1918045,727771,611454,6761,7103,0.787,224159.0,,
12/12/2021,Delaware,1509704,1918345,727984,611508,95,7098,0.787,223996.0,,
13/12/2021,Delaware,1509862,1918345,728148,611560,158,7121,0.787,223948.0,,
14/12/2021,Delaware,1509862,1922185,728275,611612,0,7121,0.785,223774.0,,
15/12/2021,Delaware,1528187,1934125,732187,615391,18325,5764,0.79,234548.0,,
16/12/2021,Delaware,1533145,1939425,733277,616331,4958,5238,0.791,237531.0,,
17/12/2021,Delaware,1538132,1953555,734499,617390,4987,5041,0.787,240293.0,,
18/12/2021,Delaware,,,,,,4268,,,,
19/12/2021,Delaware,,,,,,4448,,,,
20/12/2021,Delaware,,,,,,4618,,,,
21/12/2021,Delaware,1543544,1944745,735876,618804,,4812,0.794,242995.0,,
22/12/2021,Delaware,1558776,1950385,739469,621051,15232,4370,0.799,252498.0,,
23/12/2021,Delaware,1564474,1966565,741038,621891,5698,4476,0.796,255846.0,,
24/12/2021,Delaware,,,,,,3975,,,,
25/12/2021,Delaware,,,,,,3993,,,,
26/12/2021,Delaware,,,,,,4011,,,,
27/12/2021,Delaware,1570399,1957705,742936,622824,,4030,0.802,259023.0,,
28/12/2021,Delaware,1574802,1957705,744190,623483,4403,4465,0.804,261537.0,,
29/12/2021,Delaware,1578095,1974425,745195,624078,3293,2760,0.799,263261.0,,
30/12/2021,Delaware,1582493,1975605,746478,624808,4398,2574,0.801,265673.0,,
31/12/2021,Delaware,,,,,,2801,,,,
1/01/2022,Delaware,,,,,,3029,,,,
2/01/2022,Delaware,,,,,,3256,,,,
3/01/2022,Delaware,,,,,,3483,,,,
4/01/2022,Delaware,1597853,1975035,750915,627242,,3293,0.809,274294.0,,
5/01/2022,Delaware,1600251,1985875,751597,627765,2398,3165,0.806,275505.0,,
6/01/2022,Delaware,1600324,2020055,751835,627808,73,2547,0.792,275306.0,,
7/01/2022,Delaware,1607779,2020055,753976,628955,7455,3173,0.796,279538.0,,
8/01/2022,Delaware,1612800,2049695,755420,629732,5021,3452,0.787,282398.0,,
9/01/2022,Delaware,1612846,2045495,755674,629785,46,3020,0.788,282153.0,,
10/01/2022,Delaware,1612849,2045495,755820,629822,3,2581,0.788,281981.0,,
11/01/2022,Delaware,1621719,2048695,758137,631287,8870,3409,0.792,287136.0,,
12/01/2022,Delaware,1621788,2057765,758379,631345,69,3077,0.788,286918.0,,
13/01/2022,Delaware,1628484,2060865,760283,632523,6696,4023,0.79,290611.0,,
14/01/2022,Delaware,1633114,2071335,761689,633330,4630,3619,0.788,293078.0,,
15/01/2022,Delaware,1638375,2081535,763331,633996,5261,3654,0.787,296076.0,,
16/01/2022,Delaware,,,,,,3651,,,,
17/01/2022,Delaware,,,,,,3654,,,,
18/01/2022,Delaware,1638454,2082835,763875,634068,,2391,0.787,295553.0,,
19/01/2022,Delaware,1647148,2091335,771991,638671,8694,3623,0.788,292097.0,,
20/01/2022,Delaware,1650688,2096235,773108,639346,3540,3172,0.787,293902.0,,
21/01/2022,Delaware,1654377,2098735,774206,640070,3689,3038,0.788,295819.0,,
22/01/2022,Delaware,1658546,2112035,775553,640837,4169,2882,0.785,297897.0,,
23/01/2022,Delaware,1658680,2112035,775734,640897,134,2897,0.785,297802.0,,
24/01/2022,Delaware,1658680,2112035,775869,640922,0,2893,0.785,297648.0,,
25/01/2022,Delaware,1667827,2112235,778212,642180,9147,4196,0.79,303266.0,,
26/01/2022,Delaware,1670341,2114935,778977,642616,2514,3313,0.79,304606.0,,
27/01/2022,Delaware,1673738,2117435,779946,643213,3397,3293,0.79,306482.0,,
28/01/2022,Delaware,1677251,2123035,780921,643874,3513,3268,0.79,308411.0,,
29/01/2022,Delaware,1680693,2125335,781947,644590,3442,3164,0.791,310150.0,,
30/01/2022,Delaware,1680716,2125335,782066,644643,23,3148,0.791,310009.0,,
31/01/2022,Delaware,1680717,2125335,782134,644659,1,3148,0.791,309926.0,,
1/02/2022,Delaware,1686890,2130835,783722,645787,6173,2723,0.792,313450.0,,
2/02/2022,Delaware,1688392,2132635,784208,646194,1502,2579,0.792,314084.0,,
3/02/2022,Delaware,1688410,2138835,784319,646255,18,2096,0.789,313931.0,,
4/02/2022,Delaware,1693302,2145835,785635,647425,4892,2293,0.789,316403.0,,
5/02/2022,Delaware,1695960,2146135,786441,648127,2658,2181,0.79,317588.0,,
6/02/2022,Delaware,1695995,2146135,786547,648182,35,2183,0.79,317469.0,,
7/02/2022,Delaware,1696033,2146135,786600,648215,38,2188,0.79,317424.0,,
8/02/2022,Delaware,1701600,2151435,787974,649602,5567,2101,0.791,320290.0,,
9/02/2022,Delaware,1703223,2156135,788527,649952,1623,2119,0.79,321033.0,,
10/02/2022,Delaware,1705484,2160535,789207,650563,2261,2439,0.789,322027.0,,
11/02/2022,Delaware,1707654,2163835,789778,651222,2170,2050,0.789,322986.0,,
12/02/2022,Delaware,1709586,2168135,790347,651827,1932,1947,0.789,323765.0,,
13/02/2022,Delaware,1709599,2168135,790397,651856,13,1943,0.789,323699.0,,
14/02/2022,Delaware,1709601,2168135,790412,651868,2,1938,0.789,323674.0,,
15/02/2022,Delaware,1709601,2168835,790475,651892,0,1143,0.788,323589.0,,
16/02/2022,Delaware,1714824,2170135,791799,653413,5223,1657,0.79,326026.0,,
17/02/2022,Delaware,1720307,2199455,792381,654010,5483,2118,0.782,330359.0,,
18/02/2022,Delaware,1721824,2209655,792819,654528,1517,2024,0.779,330946.0,,
19/02/2022,Delaware,1723629,2211055,793346,655127,1805,2006,0.78,331642.0,,
20/02/2022,Delaware,,,,,,2163,,,,
21/02/2022,Delaware,,,,,,2322,,,,
22/02/2022,Delaware,1726964,2212355,794265,656177,,2480,0.781,333038.0,,
23/02/2022,Delaware,1727842,2213155,794559,656484,878,1860,0.781,333325.0,,
24/02/2022,Delaware,1729273,2215155,794932,656886,1431,1281,0.781,333994.0,,
25/02/2022,Delaware,1730608,2219455,795286,657350,1335,1255,0.78,334532.0,,
26/02/2022,Delaware,1731951,2219555,795691,657871,1343,1189,0.78,334972.0,,
27/02/2022,Delaware,,,,,,1031,,,,
28/02/2022,Delaware,1731962,2220655,795787,657943,,873,0.78,334819.0,,
1/03/2022,Delaware,1731962,2220655,795820,657961,0,714,0.78,334769.0,,
2/03/2022,Delaware,1735450,2221955,796686,659106,3488,1087,0.781,336314.0,,
3/03/2022,Delaware,1735453,2227255,796727,659134,3,883,0.779,336248.0,,
4/03/2022,Delaware,1737687,2232855,797325,659838,2234,1011,0.778,337202.0,,
5/03/2022,Delaware,1737698,2237055,797353,659854,11,821,0.777,337170.0,,
6/03/2022,Delaware,1737708,2237055,797375,659871,10,822,0.777,337141.0,,
7/03/2022,Delaware,1737712,2237055,797388,659877,4,821,0.777,337126.0,,
8/03/2022,Delaware,1740978,2238055,798192,660893,3266,1288,0.778,338603.0,,
9/03/2022,Delaware,1741678,2238555,798407,661150,700,890,0.778,338851.0,,
10/03/2022,Delaware,1742565,2239255,798632,661447,887,1016,0.778,339227.0,,
11/03/2022,Delaware,1743325,2241055,798837,661701,760,805,0.778,339537.0,,
12/03/2022,Delaware,1744130,2241055,799077,661999,805,919,0.778,339816.0,,
13/03/2022,Delaware,1744145,2241055,799096,662010,15,920,0.778,339801.0,,
14/03/2022,Delaware,1745360,2242555,799418,662412,1215,1093,0.778,340300.0,,
15/03/2022,Delaware,1745360,2242855,799441,662432,0,626,0.778,340258.0,,
16/03/2022,Delaware,1746240,2243655,799668,662698,880,652,0.778,340657.0,,
17/03/2022,Delaware,1747068,2248655,799874,662913,828,643,0.777,341069.0,,
18/03/2022,Delaware,1747804,2256555,800054,663120,736,640,0.775,341424.0,,
19/03/2022,Delaware,1748454,2256555,800228,663314,650,618,0.775,341716.0,,
20/03/2022,Delaware,1748508,2256555,800255,663337,54,623,0.775,341721.0,,
21/03/2022,Delaware,1748508,2256555,800277,663355,0,450,0.775,341683.0,,
22/03/2022,Delaware,1750058,2256555,800633,663757,1550,671,0.776,342494.0,,
23/03/2022,Delaware,1750708,2259055,800808,663905,650,638,0.775,342827.0,,
24/03/2022,Delaware,1751749,2261255,801069,664214,1041,669,0.775,343307.0,,
25/03/2022,Delaware,1752395,2263655,801243,664421,646,656,0.774,343584.0,,
26/03/2022,Delaware,1753048,2264955,801430,664639,653,656,0.774,343840.0,,
27/03/2022,Delaware,1753053,2264955,801440,664646,5,649,0.774,343828.0,,
28/03/2022,Delaware,1753053,2264955,801464,664659,0,649,0.774,343791.0,,
29/03/2022,Delaware,1753053,2265755,801489,664670,0,428,0.774,343755.0,,
30/03/2022,Delaware,1754908,2266455,801934,665219,1855,600,0.774,344644.0,,
31/03/2022,Delaware,1755500,2271455,802107,665413,592,536,0.773,344885.0,,
1/04/2022,Delaware,1756361,2271755,802376,665622,861,567,0.773,345278.0,,
2/04/2022,Delaware,1756370,2280855,802437,665651,9,475,0.77,345198.0,,
3/04/2022,Delaware,1756402,2280855,802487,665674,32,478,0.77,345157.0,,
4/04/2022,Delaware,1756402,2280855,802545,665720,0,478,0.77,345053.0,,
5/04/2022,Delaware,1764073,2281655,803355,666705,7671,1574,0.773,350964.0,,
6/04/2022,Delaware,1765514,2284755,803562,666933,1441,1515,0.773,351977.0,,
7/04/2022,Delaware,1768002,2289555,803839,667236,2488,1786,0.772,353895.0,,
8/04/2022,Delaware,1770304,2302455,804074,667546,2302,1992,0.769,355658.0,,
9/04/2022,Delaware,1772951,2302455,804409,667870,2647,2369,0.77,357652.0,,
10/04/2022,Delaware,1772993,2304255,804464,667909,42,2370,0.769,357602.0,,
11/04/2022,Delaware,1772995,2304255,804511,667926,2,2370,0.769,357540.0,,
12/04/2022,Delaware,1772995,2306555,804554,667953,0,1275,0.769,357470.0,,
13/04/2022,Delaware,1780062,2309655,805284,668778,7067,2078,0.771,363003.0,,
14/04/2022,Delaware,1785258,2315155,805910,669389,5196,2465,0.771,366983.0,,
15/04/2022,Delaware,1787791,2327155,806077,669622,2533,2498,0.768,369122.0,,
16/04/2022,Delaware,,,,,,2134,,,,
17/04/2022,Delaware,1787985,2329855,806192,669700,,2142,0.767,369127.0,,
18/04/2022,Delaware,1787985,2329855,806226,669710,0,2141,0.767,369083.0,,
19/04/2022,Delaware,1794908,2330255,806838,670516,6923,3130,0.77,374615.0,,
20/04/2022,Delaware,1795891,2332155,806991,670696,983,2261,0.77,375267.0,,
21/04/2022,Delaware,1798191,2335555,807269,670997,2300,1848,0.77,377000.0,,
22/04/2022,Delaware,,,,,,1630,,,,
23/04/2022,Delaware,1800212,2343455,807584,671307,,1761,0.768,378403.0,,
24/04/2022,Delaware,1800247,2343455,807637,671335,35,1752,0.768,378358.0,,
25/04/2022,Delaware,1800249,2343455,807661,671351,2,1752,0.768,378320.0,,
26/04/2022,Delaware,1800249,2345355,807690,671363,0,763,0.768,378279.0,,
27/04/2022,Delaware,1807391,2346255,808462,672198,7142,1643,0.77,383853.0,,
28/04/2022,Delaware,,,,,,1624,,,,
29/04/2022,Delaware,1811723,2361755,808940,672736,,1789,0.767,387186.0,,
30/04/2022,Delaware,1813671,2366655,809202,672952,1948,1923,0.766,388661.0,,
1/05/2022,Delaware,1813738,2366655,809235,672978,67,1927,0.766,388670.0,,
2/05/2022,Delaware,1813738,2366655,809259,672984,0,1927,0.766,388640.0,,
3/05/2022,Delaware,1817034,2368555,809599,673441,3296,2398,0.767,391154.0,,
4/05/2022,Delaware,1818080,2369555,809750,673583,1046,1527,0.767,391910.0,,
5/05/2022,Delaware,1819856,2372455,809975,673844,1776,1471,0.767,393209.0,,
6/05/2022,Delaware,1821503,2375255,810180,674075,1647,1397,0.767,394433.0,,
7/05/2022,Delaware,1823305,2376355,810439,674288,1802,1376,0.767,395771.0,,
8/05/2022,Delaware,1823330,2376355,810460,674305,25,1370,0.767,395759.0,,
9/05/2022,Delaware,1823330,2376355,810491,674319,0,1370,0.767,395714.0,,
10/05/2022,Delaware,1823330,2378255,810539,674333,0,899,0.767,395654.0,,
11/05/2022,Delaware,,,,,,1221,,,,
12/05/2022,Delaware,1829918,2388255,811294,675232,,1437,0.766,400610.0,,
13/05/2022,Delaware,1831812,2398555,811528,675488,1894,1473,0.764,402020.0,,
14/05/2022,Delaware,1833727,2401655,811764,675744,1915,1489,0.764,403453.0,,
15/05/2022,Delaware,1833769,2401655,811793,675756,42,1491,0.764,403454.0,,
16/05/2022,Delaware,1833769,2401655,811810,675766,0,1491,0.764,403427.0,,
17/05/2022,Delaware,1837502,2403255,812254,676246,3733,2025,0.765,406249.0,,
18/05/2022,Delaware,1838769,2404955,812404,676436,1267,1735,0.765,407182.0,,
19/05/2022,Delaware,1840555,2407555,812659,676649,1786,1520,0.764,408503.0,,
20/05/2022,Delaware,1842137,2411655,812846,676855,1582,1475,0.764,409698.0,,
21/05/2022,Delaware,1844701,2413855,813274,677200,2564,1568,0.764,411506.0,,
22/05/2022,Delaware,1844811,2413855,813311,677219,110,1577,0.764,411560.0,,
23/05/2022,Delaware,1844853,2413855,813337,677233,42,1583,0.764,411562.0,,
24/05/2022,Delaware,1844879,2416055,813404,677268,26,1054,0.764,411487.0,,
25/05/2022,Delaware,1849948,2419555,813953,677863,5069,1597,0.765,415434.0,,
26/05/2022,Delaware,1852061,2429255,814247,678121,2113,1644,0.762,416997.0,,
27/05/2022,Delaware,1854667,2437055,814581,678426,2606,1790,0.761,418971.0,,
28/05/2022,Delaware,,,,,,1426,,,,
29/05/2022,Delaware,,,,,,1412,,,,
30/05/2022,Delaware,,,,,,1409,,,,
31/05/2022,Delaware,1854729,2439855,814657,678465,,1407,0.76,418921.0,,
1/06/2022,Delaware,1854729,2440155,814720,678499,0,683,0.76,418826.0,,
2/06/2022,Delaware,1861083,2443255,815451,679266,6354,1289,0.762,423706.0,,
3/06/2022,Delaware,1862423,2446255,815633,679443,1340,1108,0.761,424686.0,,
4/06/2022,Delaware,1862453,2449055,815676,679468,30,1110,0.76,424650.0,,
5/06/2022,Delaware,1862463,2449055,815683,679476,10,1109,0.76,424645.0,,
6/06/2022,Delaware,1862479,2449055,815703,679483,16,1109,0.76,424635.0,,
7/06/2022,Delaware,1866981,2449855,816300,680039,4502,1750,0.762,428000.0,,
8/06/2022,Delaware,1867798,2451055,816459,680206,817,1867,0.762,428500.0,,
9/06/2022,Delaware,1869030,2460255,816626,680379,1232,1135,0.76,429397.0,,
10/06/2022,Delaware,1870075,2467655,816790,680532,1045,1093,0.758,430125.0,,
11/06/2022,Delaware,1870095,2468655,816820,680551,20,1092,0.758,430098.0,,
12/06/2022,Delaware,1870115,2468655,816837,680561,20,1093,0.758,430093.0,,
13/06/2022,Delaware,1870115,2468655,816842,680561,0,1091,0.758,430088.0,,
14/06/2022,Delaware,1872184,2470055,817109,680829,2069,743,0.758,431630.0,,
15/06/2022,Delaware,1872929,2470955,817256,680968,745,733,0.758,432090.0,,
16/06/2022,Delaware,1874040,2474055,817443,681136,1111,716,0.757,432855.0,,
17/06/2022,Delaware,,,,,,683,,,,
18/06/2022,Delaware,,,,,,797,,,,
19/06/2022,Delaware,,,,,,910,,,,
20/06/2022,Delaware,,,,,,1027,,,,
21/06/2022,Delaware,,,,,,848,,,,
22/06/2022,Delaware,1878933,2487255,818193,681839,,858,0.755,436319.0,,
23/06/2022,Delaware,,,,,,749,,,,
24/06/2022,Delaware,,,,,,683,,,,
25/06/2022,Delaware,,,,,,617,,,,
26/06/2022,Delaware,,,,,,551,,,,
27/06/2022,Delaware,,,,,,485,,,,
28/06/2022,Delaware,,,,,,419,,,,
29/06/2022,Delaware,1881405,2521155,820047,682756,,353,0.746,436068.0,,
30/06/2022,Delaware,,,,,,395,,,,
1/07/2022,Delaware,,,,,,436,,,,
2/07/2022,Delaware,,,,,,477,,,,
3/07/2022,Delaware,,,,,,519,,,,
4/07/2022,Delaware,,,,,,560,,,,
5/07/2022,Delaware,,,,,,601,,,,
6/07/2022,Delaware,1885904,2534455,821165,683349,,643,0.744,438883.0,,
7/07/2022,Delaware,,,,,,651,,,,
8/07/2022,Delaware,,,,,,659,,,,
9/07/2022,Delaware,,,,,,668,,,,
10/07/2022,Delaware,,,,,,676,,,,
11/07/2022,Delaware,,,,,,684,,,,
12/07/2022,Delaware,,,,,,693,,,,
13/07/2022,Delaware,1890810,2549895,822377,684079,,701,0.742,441881.0,,
14/07/2022,Delaware,,,,,,752,,,,
15/07/2022,Delaware,,,,,,804,,,,
16/07/2022,Delaware,,,,,,856,,,,
17/07/2022,Delaware,,,,,,907,,,,
18/07/2022,Delaware,,,,,,959,,,,
19/07/2022,Delaware,,,,,,1011,,,,
20/07/2022,Delaware,1898246,2564295,824021,685035,,1062,0.74,446750.0,,
21/07/2022,Delaware,,,,,,1040,,,,
22/07/2022,Delaware,,,,,,1018,,,,
23/07/2022,Delaware,,,,,,995,,,,
24/07/2022,Delaware,,,,,,973,,,,
25/07/2022,Delaware,,,,,,951,,,,
26/07/2022,Delaware,,,,,,928,,,,
27/07/2022,Delaware,1904588,2588395,825203,685899,,906,0.736,451074.0,,
28/07/2022,Delaware,,,,,,908,,,,
29/07/2022,Delaware,,,,,,911,,,,
30/07/2022,Delaware,,,,,,913,,,,
31/07/2022,Delaware,,,,,,915,,,,
1/08/2022,Delaware,,,,,,918,,,,
2/08/2022,Delaware,,,,,,920,,,,
3/08/2022,Delaware,1911044,2598555,826375,686820,,922,0.735,455490.0,,
4/08/2022,Delaware,,,,,,914,,,,
5/08/2022,Delaware,,,,,,905,,,,
6/08/2022,Delaware,,,,,,896,,,,
7/08/2022,Delaware,,,,,,887,,,,
8/08/2022,Delaware,,,,,,879,,,,
9/08/2022,Delaware,,,,,,870,,,,
10/08/2022,Delaware,1917073,2622555,827763,688077,,861,0.731,458924.0,,
11/08/2022,Delaware,,,,,,833,,,,
12/08/2022,Delaware,,,,,,804,,,,
13/08/2022,Delaware,,,,,,776,,,,
14/08/2022,Delaware,,,,,,747,,,,
15/08/2022,Delaware,,,,,,719,,,,
16/08/2022,Delaware,,,,,,690,,,,
17/08/2022,Delaware,1921703,2630955,828834,688803,,661,0.73,461794.0,,
18/08/2022,Delaware,,,,,,652,,,,
19/08/2022,Delaware,,,,,,644,,,,
20/08/2022,Delaware,,,,,,635,,,,
21/08/2022,Delaware,,,,,,626,,,,
22/08/2022,Delaware,,,,,,617,,,,
23/08/2022,Delaware,,,,,,608,,,,
24/08/2022,Delaware,1925894,2645755,829805,689493,,599,0.728,464345.0,,
25/08/2022,Delaware,,,,,,592,,,,
26/08/2022,Delaware,,,,,,585,,,,
27/08/2022,Delaware,,,,,,579,,,,
28/08/2022,Delaware,,,,,,572,,,,
29/08/2022,Delaware,,,,,,566,,,,
30/08/2022,Delaware,,,,,,559,,,,
31/08/2022,Delaware,1929760,2655555,830782,690299,,552,0.727,466468.0,,
1/09/2022,Delaware,,,,,,517,,,,
2/09/2022,Delaware,,,,,,481,,,,
3/09/2022,Delaware,,,,,,446,,,,
4/09/2022,Delaware,,,,,,410,,,,
5/09/2022,Delaware,,,,,,375,,,,
6/09/2022,Delaware,,,,,,339,,,,
7/09/2022,Delaware,1931887,2694155,831318,690769,,304,0.717,467598.0,,
8/09/2022,Delaware,,,,,,261,,,,
9/09/2022,Delaware,,,,,,217,,,,
10/09/2022,Delaware,,,,,,174,,,,
11/09/2022,Delaware,,,,,,131,,,,
12/09/2022,Delaware,,,,,,87,,,,
13/09/2022,Delaware,,,,,,44,,,,
14/09/2022,Delaware,1931891,2752255,831591,690894,,1,0.702,467211.0,,
15/09/2022,Delaware,,,,,,449,,,,
16/09/2022,Delaware,,,,,,897,,,,
17/09/2022,Delaware,,,,,,1345,,,,
18/09/2022,Delaware,,,,,,1793,,,,
19/09/2022,Delaware,,,,,,2241,,,,
20/09/2022,Delaware,,,,,,2689,,,,
21/09/2022,Delaware,1953849,2790855,834042,693264,,3137,0.7,484348.0,,
22/09/2022,Delaware,,,,,,3033,,,,
23/09/2022,Delaware,,,,,,2928,,,,
24/09/2022,Delaware,,,,,,2824,,,,
25/09/2022,Delaware,,,,,,2720,,,,
26/09/2022,Delaware,,,,,,2616,,,,
27/09/2022,Delaware,,,,,,2512,,,,
28/09/2022,Delaware,1970701,2836355,835939,694914,,2407,0.695,497653.0,,
29/09/2022,Delaware,,,,,,2414,,,,
30/09/2022,Delaware,,,,,,2422,,,,
1/10/2022,Delaware,,,,,,2429,,,,
2/10/2022,Delaware,,,,,,2436,,,,
3/10/2022,Delaware,,,,,,2443,,,,
4/10/2022,Delaware,,,,,,2450,,,,
5/10/2022,Delaware,1987899,2863855,837881,696972,,2457,0.694,510851.0,,
6/10/2022,Delaware,,,,,,2471,,,,
7/10/2022,Delaware,,,,,,2485,,,,
8/10/2022,Delaware,,,,,,2499,,,,
9/10/2022,Delaware,,,,,,2513,,,,
10/10/2022,Delaware,,,,,,2527,,,,
11/10/2022,Delaware,,,,,,2541,,,,
12/10/2022,Delaware,2005782,2902555,839722,698543,,2555,0.691,525322.0,,
13/10/2022,Delaware,,,,,,2196,,,,
14/10/2022,Delaware,,,,,,1838,,,,
15/10/2022,Delaware,,,,,,1479,,,,
16/10/2022,Delaware,,,,,,1121,,,,
17/10/2022,Delaware,,,,,,762,,,,
18/10/2022,Delaware,,,,,,403,,,,
19/10/2022,Delaware,2006096,2957455,840269,698813,,45,0.678,524819.0,,
20/10/2022,Delaware,,,,,,50,,,,
21/10/2022,Delaware,,,,,,55,,,,
22/10/2022,Delaware,,,,,,60,,,,
23/10/2022,Delaware,,,,,,65,,,,
24/10/2022,Delaware,,,,,,70,,,,
25/10/2022,Delaware,,,,,,74,,,,
26/10/2022,Delaware,2006652,2984255,840805,699089,,79,0.672,524563.0,,
27/10/2022,Delaware,,,,,,383,,,,
28/10/2022,Delaware,,,,,,686,,,,
29/10/2022,Delaware,,,,,,990,,,,
30/10/2022,Delaware,,,,,,1293,,,,
31/10/2022,Delaware,,,,,,1597,,,,
1/11/2022,Delaware,,,,,,1900,,,,
2/11/2022,Delaware,2022080,3095845,842461,700606,,2204,0.653,536818.0,,
3/11/2022,Delaware,,,,,,1895,,,,
4/11/2022,Delaware,,,,,,1585,,,,
5/11/2022,Delaware,,,,,,1276,,,,
6/11/2022,Delaware,,,,,,967,,,,
7/11/2022,Delaware,,,,,,657,,,,
8/11/2022,Delaware,,,,,,348,,,,
9/11/2022,Delaware,2022351,3038555,842953,700832,,39,0.666,536371.0,,
10/11/2022,Delaware,,,,,,37,,,,
11/11/2022,Delaware,,,,,,35,,,,
12/11/2022,Delaware,,,,,,33,,,,
13/11/2022,Delaware,,,,,,31,,,,
14/11/2022,Delaware,,,,,,29,,,,
15/11/2022,Delaware,,,,,,27,,,,
16/11/2022,Delaware,2022523,3059555,843289,701018,,25,0.661,536021.0,,
17/11/2022,Delaware,,,,,,28,,,,
18/11/2022,Delaware,,,,,,31,,,,
19/11/2022,Delaware,,,,,,34,,,,
20/11/2022,Delaware,,,,,,37,,,,
21/11/2022,Delaware,,,,,,40,,,,
22/11/2022,Delaware,,,,,,43,,,,
23/11/2022,Delaware,2022847,3082755,843620,701183,,46,0.656,535849.0,,
24/11/2022,Delaware,,,,,,42,,,,
25/11/2022,Delaware,,,,,,38,,,,
26/11/2022,Delaware,,,,,,34,,,,
27/11/2022,Delaware,,,,,,30,,,,
28/11/2022,Delaware,,,,,,26,,,,
29/11/2022,Delaware,,,,,,21,,,,
30/11/2022,Delaware,2022968,3098755,843816,701269,,17,0.653,535688.0,,
1/12/2022,Delaware,,,,,,19,,,,
2/12/2022,Delaware,,,,,,20,,,,
3/12/2022,Delaware,,,,,,21,,,,
4/12/2022,Delaware,,,,,,22,,,,
5/12/2022,Delaware,,,,,,23,,,,
6/12/2022,Delaware,,,,,,25,,,,
7/12/2022,Delaware,2023149,3123235,844064,701410,,26,0.648,535480.0,,
