location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred,,,,,
Argentina,16/02/2020,12-17,0,0,0,,,,,
Argentina,16/02/2020,18-29,0,0,0,,,,,
Argentina,16/02/2020,3-11,0,0,0,,,,,
Argentina,16/02/2020,30-39,0,0,0,,,,,
Argentina,16/02/2020,40-49,0,0,0,,,,,
Argentina,16/02/2020,50-59,0,0,0,,,,,
Argentina,16/02/2020,60-69,0,0,0,,,,,
Argentina,16/02/2020,70-79,0,0,0,,,,,
Argentina,16/02/2020,80-89,0,0,0,,,,,
Argentina,16/02/2020,90-99,0,0,0,,,,,
Argentina,17/02/2020,100+,0,0,0,,,,,
Argentina,17/02/2020,12-17,0,0,0,,,,,
Argentina,17/02/2020,18-29,0,0,0,,,,,
Argentina,17/02/2020,3-11,0,0,0,,,,,
Argentina,17/02/2020,30-39,0,0,0,,,,,
Argentina,17/02/2020,40-49,0,0,0,,,,,
Argentina,17/02/2020,50-59,0,0,0,,,,,
Argentina,17/02/2020,60-69,0,0,0,,,,,
Argentina,17/02/2020,70-79,0,0,0,,,,,
Argentina,17/02/2020,80-89,0,0,0,,,,,
Argentina,17/02/2020,90-99,0,0,0,,,,,
Argentina,18/02/2020,100+,0,0,0,,,,,
Argentina,18/02/2020,12-17,0,0,0,,,,,
Argentina,18/02/2020,18-29,0,0,0,,,,,
Argentina,18/02/2020,3-11,0,0,0,,,,,
Argentina,18/02/2020,30-39,0,0,0,,,,,
Argentina,18/02/2020,40-49,0,0,0,,,,,
Argentina,18/02/2020,50-59,0,0,0,,,,,
Argentina,18/02/2020,60-69,0,0,0,,,,,
Argentina,18/02/2020,70-79,0,0,0,,,,,
Argentina,18/02/2020,80-89,0,0,0,,,,,
Argentina,18/02/2020,90-99,0,0,0,,,,,
Argentina,19/02/2020,100+,0,0,0,,,,,
Argentina,19/02/2020,12-17,0,0,0,,,,,
Argentina,19/02/2020,18-29,0,0,0,,,,,
Argentina,19/02/2020,3-11,0,0,0,,,,,
Argentina,19/02/2020,30-39,0,0,0,,,,,
Argentina,19/02/2020,40-49,0,0,0,,,,,
Argentina,19/02/2020,50-59,0,0,0,,,,,
Argentina,19/02/2020,60-69,0,0,0,,,,,
Argentina,19/02/2020,70-79,0,0,0,,,,,
Argentina,19/02/2020,80-89,0,0,0,,,,,
Argentina,19/02/2020,90-99,0,0,0,,,,,
Argentina,20/02/2020,100+,0,0,0,,,,,
Argentina,20/02/2020,12-17,0,0,0,,,,,
Argentina,20/02/2020,18-29,0,0,0,,,,,
Argentina,20/02/2020,3-11,0,0,0,,,,,
Argentina,20/02/2020,30-39,0,0,0,,,,,
Argentina,20/02/2020,40-49,0,0,0,,,,,
Argentina,20/02/2020,50-59,0,0,0,,,,,
Argentina,20/02/2020,60-69,0,0,0,,,,,
Argentina,20/02/2020,70-79,0,0,0,,,,,
Argentina,20/02/2020,80-89,0,0,0,,,,,
Argentina,20/02/2020,90-99,0,0,0,,,,,
Argentina,21/02/2020,100+,0,0,0,,,,,
Argentina,21/02/2020,12-17,0,0,0,,,,,
Argentina,21/02/2020,18-29,0,0,0,,,,,
Argentina,21/02/2020,3-11,0,0,0,,,,,
Argentina,21/02/2020,30-39,0,0,0,,,,,
Argentina,21/02/2020,40-49,0,0,0,,,,,
Argentina,21/02/2020,50-59,0,0,0,,,,,
Argentina,21/02/2020,60-69,0,0,0,,,,,
Argentina,21/02/2020,70-79,0,0,0,,,,,
Argentina,21/02/2020,80-89,0,0,0,,,,,
Argentina,21/02/2020,90-99,0,0,0,,,,,
Argentina,22/02/2020,100+,0,0,0,,,,,
Argentina,22/02/2020,12-17,0,0,0,,,,,
Argentina,22/02/2020,18-29,0,0,0,,,,,
Argentina,22/02/2020,3-11,0,0,0,,,,,
Argentina,22/02/2020,30-39,0,0,0,,,,,
Argentina,22/02/2020,40-49,0,0,0,,,,,
Argentina,22/02/2020,50-59,0,0,0,,,,,
Argentina,22/02/2020,60-69,0,0,0,,,,,
Argentina,22/02/2020,70-79,0,0,0,,,,,
Argentina,22/02/2020,80-89,0,0,0,,,,,
Argentina,22/02/2020,90-99,0,0,0,,,,,
Argentina,23/02/2020,100+,0,0,0,,,,,
Argentina,23/02/2020,12-17,0,0,0,,,,,
Argentina,23/02/2020,18-29,0,0,0,,,,,
Argentina,23/02/2020,3-11,0,0,0,,,,,
Argentina,23/02/2020,30-39,0,0,0,,,,,
Argentina,23/02/2020,40-49,0,0,0,,,,,
Argentina,23/02/2020,50-59,0,0,0,,,,,
Argentina,23/02/2020,60-69,0,0,0,,,,,
Argentina,23/02/2020,70-79,0,0,0,,,,,
Argentina,23/02/2020,80-89,0,0,0,,,,,
Argentina,23/02/2020,90-99,0,0,0,,,,,
Argentina,24/02/2020,100+,0,0,0,,,,,
Argentina,24/02/2020,12-17,0,0,0,,,,,
Argentina,24/02/2020,18-29,0,0,0,,,,,
Argentina,24/02/2020,3-11,0,0,0,,,,,
Argentina,24/02/2020,30-39,0,0,0,,,,,
Argentina,24/02/2020,40-49,0,0,0,,,,,
Argentina,24/02/2020,50-59,0,0,0,,,,,
Argentina,24/02/2020,60-69,0,0,0,,,,,
Argentina,24/02/2020,70-79,0,0,0,,,,,
Argentina,24/02/2020,80-89,0,0,0,,,,,
Argentina,24/02/2020,90-99,0,0,0,,,,,
Argentina,25/02/2020,100+,0,0,0,,,,,
Argentina,25/02/2020,12-17,0,0,0,,,,,
Argentina,25/02/2020,18-29,0,0,0,,,,,
Argentina,25/02/2020,3-11,0,0,0,,,,,
Argentina,25/02/2020,30-39,0,0,0,,,,,
Argentina,25/02/2020,40-49,0,0,0,,,,,
Argentina,25/02/2020,50-59,0,0,0,,,,,
Argentina,25/02/2020,60-69,0,0,0,,,,,
Argentina,25/02/2020,70-79,0,0,0,,,,,
Argentina,25/02/2020,80-89,0,0,0,,,,,
Argentina,25/02/2020,90-99,0,0,0,,,,,
Argentina,26/02/2020,100+,0,0,0,,,,,
Argentina,26/02/2020,12-17,0,0,0,,,,,
Argentina,26/02/2020,18-29,0,0,0,,,,,
Argentina,26/02/2020,3-11,0,0,0,,,,,
Argentina,26/02/2020,30-39,0,0,0,,,,,
Argentina,26/02/2020,40-49,0,0,0,,,,,
Argentina,26/02/2020,50-59,0,0,0,,,,,
Argentina,26/02/2020,60-69,0,0,0,,,,,
Argentina,26/02/2020,70-79,0,0,0,,,,,
Argentina,26/02/2020,80-89,0,0,0,,,,,
Argentina,26/02/2020,90-99,0,0,0,,,,,
Argentina,27/02/2020,100+,0,0,0,,,,,
Argentina,27/02/2020,12-17,0,0,0,,,,,
Argentina,27/02/2020,18-29,0,0,0,,,,,
Argentina,27/02/2020,3-11,0,0,0,,,,,
Argentina,27/02/2020,30-39,0,0,0,,,,,
Argentina,27/02/2020,40-49,0,0,0,,,,,
Argentina,27/02/2020,50-59,0,0,0,,,,,
Argentina,27/02/2020,60-69,0,0,0,,,,,
Argentina,27/02/2020,70-79,0,0,0,,,,,
Argentina,27/02/2020,80-89,0,0,0,,,,,
Argentina,27/02/2020,90-99,0,0,0,,,,,
Argentina,28/02/2020,100+,0,0,0,,,,,
Argentina,28/02/2020,12-17,0,0,0,,,,,
Argentina,28/02/2020,18-29,0,0,0,,,,,
Argentina,28/02/2020,3-11,0,0,0,,,,,
Argentina,28/02/2020,30-39,0,0,0,,,,,
Argentina,28/02/2020,40-49,0,0,0,,,,,
Argentina,28/02/2020,50-59,0,0,0,,,,,
Argentina,28/02/2020,60-69,0,0,0,,,,,
Argentina,28/02/2020,70-79,0,0,0,,,,,
Argentina,28/02/2020,80-89,0,0,0,,,,,
Argentina,28/02/2020,90-99,0,0,0,,,,,
Argentina,29/02/2020,100+,0,0,0,,,,,
Argentina,29/02/2020,12-17,0,0,0,,,,,
Argentina,29/02/2020,18-29,0,0,0,,,,,
Argentina,29/02/2020,3-11,0,0,0,,,,,
Argentina,29/02/2020,30-39,0,0,0,,,,,
Argentina,29/02/2020,40-49,0,0,0,,,,,
Argentina,29/02/2020,50-59,0,0,0,,,,,
Argentina,29/02/2020,60-69,0,0,0,,,,,
Argentina,29/02/2020,70-79,0,0,0,,,,,
Argentina,29/02/2020,80-89,0,0,0,,,,,
Argentina,29/02/2020,90-99,0,0,0,,,,,
Argentina,1/03/2020,100+,0,0,0,,,,,
Argentina,1/03/2020,12-17,0,0,0,,,,,
Argentina,1/03/2020,18-29,0,0,0,,,,,
Argentina,1/03/2020,3-11,0,0,0,,,,,
Argentina,1/03/2020,30-39,0,0,0,,,,,
Argentina,1/03/2020,40-49,0,0,0,,,,,
Argentina,1/03/2020,50-59,0,0,0,,,,,
Argentina,1/03/2020,60-69,0,0,0,,,,,
Argentina,1/03/2020,70-79,0,0,0,,,,,
Argentina,1/03/2020,80-89,0,0,0,,,,,
Argentina,1/03/2020,90-99,0,0,0,,,,,
Argentina,2/03/2020,100+,0,0,0,,,,,
Argentina,2/03/2020,12-17,0,0,0,,,,,
Argentina,2/03/2020,18-29,0,0,0,,,,,
Argentina,2/03/2020,3-11,0,0,0,,,,,
Argentina,2/03/2020,30-39,0,0,0,,,,,
Argentina,2/03/2020,40-49,0,0,0,,,,,
Argentina,2/03/2020,50-59,0,0,0,,,,,
Argentina,2/03/2020,60-69,0,0,0,,,,,
Argentina,2/03/2020,70-79,0,0,0,,,,,
Argentina,2/03/2020,80-89,0,0,0,,,,,
Argentina,2/03/2020,90-99,0,0,0,,,,,
Argentina,3/03/2020,100+,0,0,0,,,,,
Argentina,3/03/2020,12-17,0,0,0,,,,,
Argentina,3/03/2020,18-29,0,0,0,,,,,
Argentina,3/03/2020,3-11,0,0,0,,,,,
Argentina,3/03/2020,30-39,0,0,0,,,,,
Argentina,3/03/2020,40-49,0,0,0,,,,,
Argentina,3/03/2020,50-59,0,0,0,,,,,
Argentina,3/03/2020,60-69,0,0,0,,,,,
Argentina,3/03/2020,70-79,0,0,0,,,,,
Argentina,3/03/2020,80-89,0,0,0,,,,,
Argentina,3/03/2020,90-99,0,0,0,,,,,
Argentina,4/03/2020,100+,0,0,0,,,,,
Argentina,4/03/2020,12-17,0,0,0,,,,,
Argentina,4/03/2020,18-29,0,0,0,,,,,
Argentina,4/03/2020,3-11,0,0,0,,,,,
Argentina,4/03/2020,30-39,0,0,0,,,,,
Argentina,4/03/2020,40-49,0,0,0,,,,,
Argentina,4/03/2020,50-59,0,0,0,,,,,
Argentina,4/03/2020,60-69,0,0,0,,,,,
Argentina,4/03/2020,70-79,0,0,0,,,,,
Argentina,4/03/2020,80-89,0,0,0,,,,,
Argentina,4/03/2020,90-99,0,0,0,,,,,
Argentina,5/03/2020,100+,0,0,0,,,,,
Argentina,5/03/2020,12-17,0,0,0,,,,,
Argentina,5/03/2020,18-29,0,0,0,,,,,
Argentina,5/03/2020,3-11,0,0,0,,,,,
Argentina,5/03/2020,30-39,0,0,0,,,,,
Argentina,5/03/2020,40-49,0,0,0,,,,,
Argentina,5/03/2020,50-59,0,0,0,,,,,
Argentina,5/03/2020,60-69,0,0,0,,,,,
Argentina,5/03/2020,70-79,0,0,0,,,,,
Argentina,5/03/2020,80-89,0,0,0,,,,,
Argentina,5/03/2020,90-99,0,0,0,,,,,
Argentina,6/03/2020,100+,0,0,0,,,,,
Argentina,6/03/2020,12-17,0,0,0,,,,,
Argentina,6/03/2020,18-29,0,0,0,,,,,
Argentina,6/03/2020,3-11,0,0,0,,,,,
Argentina,6/03/2020,30-39,0,0,0,,,,,
Argentina,6/03/2020,40-49,0,0,0,,,,,
Argentina,6/03/2020,50-59,0,0,0,,,,,
Argentina,6/03/2020,60-69,0,0,0,,,,,
Argentina,6/03/2020,70-79,0,0,0,,,,,
Argentina,6/03/2020,80-89,0,0,0,,,,,
Argentina,6/03/2020,90-99,0,0,0,,,,,
Argentina,7/03/2020,100+,0,0,0,,,,,
Argentina,7/03/2020,12-17,0,0,0,,,,,
Argentina,7/03/2020,18-29,0,0,0,,,,,
Argentina,7/03/2020,3-11,0,0,0,,,,,
Argentina,7/03/2020,30-39,0,0,0,,,,,
Argentina,7/03/2020,40-49,0,0,0,,,,,
Argentina,7/03/2020,50-59,0,0,0,,,,,
Argentina,7/03/2020,60-69,0,0,0,,,,,
Argentina,7/03/2020,70-79,0,0,0,,,,,
Argentina,7/03/2020,80-89,0,0,0,,,,,
Argentina,7/03/2020,90-99,0,0,0,,,,,
Argentina,8/03/2020,100+,0,0,0,,,,,
Argentina,8/03/2020,12-17,0,0,0,,,,,
Argentina,8/03/2020,18-29,0,0,0,,,,,
Argentina,8/03/2020,3-11,0,0,0,,,,,
Argentina,8/03/2020,30-39,0,0,0,,,,,
Argentina,8/03/2020,40-49,0,0,0,,,,,
Argentina,8/03/2020,50-59,0,0,0,,,,,
Argentina,8/03/2020,60-69,0,0,0,,,,,
Argentina,8/03/2020,70-79,0,0,0,,,,,
Argentina,8/03/2020,80-89,0,0,0,,,,,
Argentina,8/03/2020,90-99,0,0,0,,,,,
Argentina,9/03/2020,100+,0,0,0,,,,,
Argentina,9/03/2020,12-17,0,0,0,,,,,
Argentina,9/03/2020,18-29,0,0,0,,,,,
Argentina,9/03/2020,3-11,0,0,0,,,,,
Argentina,9/03/2020,30-39,0,0,0,,,,,
Argentina,9/03/2020,40-49,0,0,0,,,,,
Argentina,9/03/2020,50-59,0,0,0,,,,,
Argentina,9/03/2020,60-69,0,0,0,,,,,
Argentina,9/03/2020,70-79,0,0,0,,,,,
Argentina,9/03/2020,80-89,0,0,0,,,,,
Argentina,9/03/2020,90-99,0,0,0,,,,,
Argentina,10/03/2020,100+,0,0,0,,,,,
Argentina,10/03/2020,12-17,0,0,0,,,,,
Argentina,10/03/2020,18-29,0,0,0,,,,,
Argentina,10/03/2020,3-11,0,0,0,,,,,
Argentina,10/03/2020,30-39,0,0,0,,,,,
Argentina,10/03/2020,40-49,0,0,0,,,,,
Argentina,10/03/2020,50-59,0,0,0,,,,,
Argentina,10/03/2020,60-69,0,0,0,,,,,
Argentina,10/03/2020,70-79,0,0,0,,,,,
Argentina,10/03/2020,80-89,0,0,0,,,,,
Argentina,10/03/2020,90-99,0,0,0,,,,,
Argentina,11/03/2020,100+,0,0,0,,,,,
Argentina,11/03/2020,12-17,0,0,0,,,,,
Argentina,11/03/2020,18-29,0,0,0,,,,,
Argentina,11/03/2020,3-11,0,0,0,,,,,
Argentina,11/03/2020,30-39,0,0,0,,,,,
Argentina,11/03/2020,40-49,0,0,0,,,,,
Argentina,11/03/2020,50-59,0,0,0,,,,,
Argentina,11/03/2020,60-69,0,0,0,,,,,
Argentina,11/03/2020,70-79,0,0,0,,,,,
Argentina,11/03/2020,80-89,0,0,0,,,,,
Argentina,11/03/2020,90-99,0,0,0,,,,,
Argentina,12/03/2020,100+,0,0,0,,,,,
Argentina,12/03/2020,12-17,0,0,0,,,,,
Argentina,12/03/2020,18-29,0,0,0,,,,,
Argentina,12/03/2020,3-11,0,0,0,,,,,
Argentina,12/03/2020,30-39,0,0,0,,,,,
Argentina,12/03/2020,40-49,0,0,0,,,,,
Argentina,12/03/2020,50-59,0,0,0,,,,,
Argentina,12/03/2020,60-69,0,0,0,,,,,
Argentina,12/03/2020,70-79,0,0,0,,,,,
Argentina,12/03/2020,80-89,0,0,0,,,,,
Argentina,12/03/2020,90-99,0,0,0,,,,,
Argentina,13/03/2020,100+,0,0,0,,,,,
Argentina,13/03/2020,12-17,0,0,0,,,,,
Argentina,13/03/2020,18-29,0,0,0,,,,,
Argentina,13/03/2020,3-11,0,0,0,,,,,
Argentina,13/03/2020,30-39,0,0,0,,,,,
Argentina,13/03/2020,40-49,0,0,0,,,,,
Argentina,13/03/2020,50-59,0,0,0,,,,,
Argentina,13/03/2020,60-69,0,0,0,,,,,
Argentina,13/03/2020,70-79,0,0,0,,,,,
Argentina,13/03/2020,80-89,0,0,0,,,,,
Argentina,13/03/2020,90-99,0,0,0,,,,,
Argentina,14/03/2020,100+,0,0,0,,,,,
Argentina,14/03/2020,12-17,0,0,0,,,,,
Argentina,14/03/2020,18-29,0,0,0,,,,,
Argentina,14/03/2020,3-11,0,0,0,,,,,
Argentina,14/03/2020,30-39,0,0,0,,,,,
Argentina,14/03/2020,40-49,0,0,0,,,,,
Argentina,14/03/2020,50-59,0,0,0,,,,,
Argentina,14/03/2020,60-69,0,0,0,,,,,
Argentina,14/03/2020,70-79,0,0,0,,,,,
Argentina,14/03/2020,80-89,0,0,0,,,,,
Argentina,14/03/2020,90-99,0,0,0,,,,,
Argentina,15/03/2020,100+,0,0,0,,,,,
Argentina,15/03/2020,12-17,0,0,0,,,,,
Argentina,15/03/2020,18-29,0,0,0,,,,,
Argentina,15/03/2020,3-11,0,0,0,,,,,
Argentina,15/03/2020,30-39,0,0,0,,,,,
Argentina,15/03/2020,40-49,0,0,0,,,,,
Argentina,15/03/2020,50-59,0,0,0,,,,,
Argentina,15/03/2020,60-69,0,0,0,,,,,
Argentina,15/03/2020,70-79,0,0,0,,,,,
Argentina,15/03/2020,80-89,0,0,0,,,,,
Argentina,15/03/2020,90-99,0,0,0,,,,,
Argentina,16/03/2020,100+,0,0,0,,,,,
Argentina,16/03/2020,12-17,0,0,0,,,,,
Argentina,16/03/2020,18-29,0,0,0,,,,,
Argentina,16/03/2020,3-11,0,0,0,,,,,
Argentina,16/03/2020,30-39,0,0,0,,,,,
Argentina,16/03/2020,40-49,0,0,0,,,,,
Argentina,16/03/2020,50-59,0,0,0,,,,,
Argentina,16/03/2020,60-69,0,0,0,,,,,
Argentina,16/03/2020,70-79,0,0,0,,,,,
Argentina,16/03/2020,80-89,0,0,0,,,,,
Argentina,16/03/2020,90-99,0,0,0,,,,,
Argentina,17/03/2020,100+,0,0,0,,,,,
Argentina,17/03/2020,12-17,0,0,0,,,,,
Argentina,17/03/2020,18-29,0,0,0,,,,,
Argentina,17/03/2020,3-11,0,0,0,,,,,
Argentina,17/03/2020,30-39,0,0,0,,,,,
Argentina,17/03/2020,40-49,0,0,0,,,,,
Argentina,17/03/2020,50-59,0,0,0,,,,,
Argentina,17/03/2020,60-69,0,0,0,,,,,
Argentina,17/03/2020,70-79,0,0,0,,,,,
Argentina,17/03/2020,80-89,0,0,0,,,,,
Argentina,17/03/2020,90-99,0,0,0,,,,,
Argentina,18/03/2020,100+,0,0,0,,,,,
Argentina,18/03/2020,12-17,0,0,0,,,,,
Argentina,18/03/2020,18-29,0,0,0,,,,,
Argentina,18/03/2020,3-11,0,0,0,,,,,
Argentina,18/03/2020,30-39,0,0,0,,,,,
Argentina,18/03/2020,40-49,0,0,0,,,,,
Argentina,18/03/2020,50-59,0,0,0,,,,,
Argentina,18/03/2020,60-69,0,0,0,,,,,
Argentina,18/03/2020,70-79,0,0,0,,,,,
Argentina,18/03/2020,80-89,0,0,0,,,,,
Argentina,18/03/2020,90-99,0,0,0,,,,,
Argentina,19/03/2020,100+,0,0,0,,,,,
Argentina,19/03/2020,12-17,0,0,0,,,,,
Argentina,19/03/2020,18-29,0,0,0,,,,,
Argentina,19/03/2020,3-11,0,0,0,,,,,
Argentina,19/03/2020,30-39,0,0,0,,,,,
Argentina,19/03/2020,40-49,0,0,0,,,,,
Argentina,19/03/2020,50-59,0,0,0,,,,,
Argentina,19/03/2020,60-69,0,0,0,,,,,
Argentina,19/03/2020,70-79,0,0,0,,,,,
Argentina,19/03/2020,80-89,0,0,0,,,,,
Argentina,19/03/2020,90-99,0,0,0,,,,,
Argentina,20/03/2020,100+,0,0,0,,,,,
Argentina,20/03/2020,12-17,0,0,0,,,,,
Argentina,20/03/2020,18-29,0,0,0,,,,,
Argentina,20/03/2020,3-11,0,0,0,,,,,
Argentina,20/03/2020,30-39,0,0,0,,,,,
Argentina,20/03/2020,40-49,0,0,0,,,,,
Argentina,20/03/2020,50-59,0,0,0,,,,,
Argentina,20/03/2020,60-69,0,0,0,,,,,
Argentina,20/03/2020,70-79,0,0,0,,,,,
Argentina,20/03/2020,80-89,0,0,0,,,,,
Argentina,20/03/2020,90-99,0,0,0,,,,,
Argentina,21/03/2020,100+,0,0,0,,,,,
Argentina,21/03/2020,12-17,0,0,0,,,,,
Argentina,21/03/2020,18-29,0,0,0,,,,,
Argentina,21/03/2020,3-11,0,0,0,,,,,
Argentina,21/03/2020,30-39,0,0,0,,,,,
Argentina,21/03/2020,40-49,0,0,0,,,,,
Argentina,21/03/2020,50-59,0,0,0,,,,,
Argentina,21/03/2020,60-69,0,0,0,,,,,
Argentina,21/03/2020,70-79,0,0,0,,,,,
Argentina,21/03/2020,80-89,0,0,0,,,,,
Argentina,21/03/2020,90-99,0,0,0,,,,,
Argentina,22/03/2020,100+,0,0,0,,,,,
Argentina,22/03/2020,12-17,0,0,0,,,,,
Argentina,22/03/2020,18-29,0,0,0,,,,,
Argentina,22/03/2020,3-11,0,0,0,,,,,
Argentina,22/03/2020,30-39,0,0,0,,,,,
Argentina,22/03/2020,40-49,0,0,0,,,,,
Argentina,22/03/2020,50-59,0,0,0,,,,,
Argentina,22/03/2020,60-69,0,0,0,,,,,
Argentina,22/03/2020,70-79,0,0,0,,,,,
Argentina,22/03/2020,80-89,0,0,0,,,,,
Argentina,22/03/2020,90-99,0,0,0,,,,,
Argentina,23/03/2020,100+,0,0,0,,,,,
Argentina,23/03/2020,12-17,0,0,0,,,,,
Argentina,23/03/2020,18-29,0,0,0,,,,,
Argentina,23/03/2020,3-11,0,0,0,,,,,
Argentina,23/03/2020,30-39,0,0,0,,,,,
Argentina,23/03/2020,40-49,0,0,0,,,,,
Argentina,23/03/2020,50-59,0,0,0,,,,,
Argentina,23/03/2020,60-69,0,0,0,,,,,
Argentina,23/03/2020,70-79,0,0,0,,,,,
Argentina,23/03/2020,80-89,0,0,0,,,,,
Argentina,23/03/2020,90-99,0,0,0,,,,,
Argentina,24/03/2020,100+,0,0,0,,,,,
Argentina,24/03/2020,12-17,0,0,0,,,,,
Argentina,24/03/2020,18-29,0,0,0,,,,,
Argentina,24/03/2020,3-11,0,0,0,,,,,
Argentina,24/03/2020,30-39,0,0,0,,,,,
Argentina,24/03/2020,40-49,0,0,0,,,,,
Argentina,24/03/2020,50-59,0,0,0,,,,,
Argentina,24/03/2020,60-69,0,0,0,,,,,
Argentina,24/03/2020,70-79,0,0,0,,,,,
Argentina,24/03/2020,80-89,0,0,0,,,,,
Argentina,24/03/2020,90-99,0,0,0,,,,,
Argentina,25/03/2020,100+,0,0,0,,,,,
Argentina,25/03/2020,12-17,0,0,0,,,,,
Argentina,25/03/2020,18-29,0,0,0,,,,,
Argentina,25/03/2020,3-11,0,0,0,,,,,
Argentina,25/03/2020,30-39,0,0,0,,,,,
Argentina,25/03/2020,40-49,0,0,0,,,,,
Argentina,25/03/2020,50-59,0,0,0,,,,,
Argentina,25/03/2020,60-69,0,0,0,,,,,
Argentina,25/03/2020,70-79,0,0,0,,,,,
Argentina,25/03/2020,80-89,0,0,0,,,,,
Argentina,25/03/2020,90-99,0,0,0,,,,,
Argentina,26/03/2020,100+,0,0,0,,,,,
Argentina,26/03/2020,12-17,0,0,0,,,,,
Argentina,26/03/2020,18-29,0,0,0,,,,,
Argentina,26/03/2020,3-11,0,0,0,,,,,
Argentina,26/03/2020,30-39,0,0,0,,,,,
Argentina,26/03/2020,40-49,0,0,0,,,,,
Argentina,26/03/2020,50-59,0,0,0,,,,,
Argentina,26/03/2020,60-69,0,0,0,,,,,
Argentina,26/03/2020,70-79,0,0,0,,,,,
Argentina,26/03/2020,80-89,0,0,0,,,,,
Argentina,26/03/2020,90-99,0,0,0,,,,,
Argentina,27/03/2020,100+,0,0,0,,,,,
Argentina,27/03/2020,12-17,0,0,0,,,,,
Argentina,27/03/2020,18-29,0,0,0,,,,,
Argentina,27/03/2020,3-11,0,0,0,,,,,
Argentina,27/03/2020,30-39,0,0,0,,,,,
Argentina,27/03/2020,40-49,0,0,0,,,,,
Argentina,27/03/2020,50-59,0,0,0,,,,,
Argentina,27/03/2020,60-69,0,0,0,,,,,
Argentina,27/03/2020,70-79,0,0,0,,,,,
Argentina,27/03/2020,80-89,0,0,0,,,,,
Argentina,27/03/2020,90-99,0,0,0,,,,,
Argentina,28/03/2020,100+,0,0,0,,,,,
Argentina,28/03/2020,12-17,0,0,0,,,,,
Argentina,28/03/2020,18-29,0,0,0,,,,,
Argentina,28/03/2020,3-11,0,0,0,,,,,
Argentina,28/03/2020,30-39,0,0,0,,,,,
Argentina,28/03/2020,40-49,0,0,0,,,,,
Argentina,28/03/2020,50-59,0,0,0,,,,,
Argentina,28/03/2020,60-69,0,0,0,,,,,
Argentina,28/03/2020,70-79,0,0,0,,,,,
Argentina,28/03/2020,80-89,0,0,0,,,,,
Argentina,28/03/2020,90-99,0,0,0,,,,,
Argentina,29/03/2020,100+,0,0,0,,,,,
Argentina,29/03/2020,12-17,0,0,0,,,,,
Argentina,29/03/2020,18-29,0,0,0,,,,,
Argentina,29/03/2020,3-11,0,0,0,,,,,
Argentina,29/03/2020,30-39,0,0,0,,,,,
Argentina,29/03/2020,40-49,0,0,0,,,,,
Argentina,29/03/2020,50-59,0,0,0,,,,,
Argentina,29/03/2020,60-69,0,0,0,,,,,
Argentina,29/03/2020,70-79,0,0,0,,,,,
Argentina,29/03/2020,80-89,0,0,0,,,,,
Argentina,29/03/2020,90-99,0,0,0,,,,,
Argentina,30/03/2020,100+,0,0,0,,,,,
Argentina,30/03/2020,12-17,0,0,0,,,,,
Argentina,30/03/2020,18-29,0,0,0,,,,,
Argentina,30/03/2020,3-11,0,0,0,,,,,
Argentina,30/03/2020,30-39,0,0,0,,,,,
Argentina,30/03/2020,40-49,0,0,0,,,,,
Argentina,30/03/2020,50-59,0,0,0,,,,,
Argentina,30/03/2020,60-69,0,0,0,,,,,
Argentina,30/03/2020,70-79,0,0,0,,,,,
Argentina,30/03/2020,80-89,0,0,0,,,,,
Argentina,30/03/2020,90-99,0,0,0,,,,,
Argentina,31/03/2020,100+,0,0,0,,,,,
Argentina,31/03/2020,12-17,0,0,0,,,,,
Argentina,31/03/2020,18-29,0,0,0,,,,,
Argentina,31/03/2020,3-11,0,0,0,,,,,
Argentina,31/03/2020,30-39,0,0,0,,,,,
Argentina,31/03/2020,40-49,0,0,0,,,,,
Argentina,31/03/2020,50-59,0,0,0,,,,,
Argentina,31/03/2020,60-69,0,0,0,,,,,
Argentina,31/03/2020,70-79,0,0,0,,,,,
Argentina,31/03/2020,80-89,0,0,0,,,,,
Argentina,31/03/2020,90-99,0,0,0,,,,,
Argentina,1/04/2020,100+,0,0,0,,,,,
Argentina,1/04/2020,12-17,0,0,0,,,,,
Argentina,1/04/2020,18-29,0,0,0,,,,,
Argentina,1/04/2020,3-11,0,0,0,,,,,
Argentina,1/04/2020,30-39,0,0,0,,,,,
Argentina,1/04/2020,40-49,0,0,0,,,,,
Argentina,1/04/2020,50-59,0,0,0,,,,,
Argentina,1/04/2020,60-69,0,0,0,,,,,
Argentina,1/04/2020,70-79,0,0,0,,,,,
Argentina,1/04/2020,80-89,0,0,0,,,,,
Argentina,1/04/2020,90-99,0,0,0,,,,,
Argentina,2/04/2020,100+,0,0,0,,,,,
Argentina,2/04/2020,12-17,0,0,0,,,,,
Argentina,2/04/2020,18-29,0,0,0,,,,,
Argentina,2/04/2020,3-11,0,0,0,,,,,
Argentina,2/04/2020,30-39,0,0,0,,,,,
Argentina,2/04/2020,40-49,0,0,0,,,,,
Argentina,2/04/2020,50-59,0,0,0,,,,,
Argentina,2/04/2020,60-69,0,0,0,,,,,
Argentina,2/04/2020,70-79,0,0,0,,,,,
Argentina,2/04/2020,80-89,0,0,0,,,,,
Argentina,2/04/2020,90-99,0,0,0,,,,,
Argentina,3/04/2020,100+,0,0,0,,,,,
Argentina,3/04/2020,12-17,0,0,0,,,,,
